loc_rowid,pl_name,host_name,sy_star_count,sy_planet_count,disc_method,disc_year,disc_facility,disc_telescope,disc_instrument,facility_count,telescope_count,instrument_count,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,ttv_flag,st_temp_eff_k,st_temp_eff_k1,st_temp_eff_k2,st_radius,st_mass,st_metallicity,st_surf_gravity,rastr,ra,decstr,dec,sy_distance_pc,sy_vmag,sy_kmag,sy_gaiamag
4157,Kepler-807 b,Kepler-807,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,117.9310878,0.4884,10.42,0.93,76.8,0.242,M-R relationship,0,1,5965,92.34,-92.14,1.06,1.04,-0.04,4.41,19h16m04.83s,289.0201356,+48d07m11.22s,48.1197839,1492.95,15.194,13.688,15.0693
4158,Kepler-808 b,Kepler-808,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,0.63133235,0.0116,1.46,0.13,2.73,0.00859,M-R relationship,0,0,4653,51.38,-57.3,0.71,0.76,0.05,4.62,19h26m22.60s,291.5941514,+48d26m43.77s,48.4454907,321,14.519,11.879,14.3539
4159,Kepler-809 b,Kepler-809,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,55.63934,0.2901,3.01,0.269,9.32,0.0293,M-R relationship,0,0,5734,78.27,-78.23,0.98,0.99,0.04,4.45,19h16m20.07s,289.0836324,+48d01m05.05s,48.0180689,961.405,14.875,13.195,14.6798
4160,Kepler-81 b,Kepler-81,1,3,Transit,2012,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.955,0.0522,2.42,0.216,17.2,0.054,Mass,0,1,4385,49.1,-36.59,0.59,0.64,-0.18,4.7,19h34m32.87s,293.6369437,+42d49m29.38s,42.8248275,348.291,15.258,12.392,15.004
4161,Kepler-81 c,Kepler-81,1,3,Transit,2012,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,12.04,0.08347,2.37,0.211,4.3,0.014,Mass,0,1,4385,49.1,-36.59,0.59,0.64,-0.18,4.7,19h34m32.87s,293.6369437,+42d49m29.38s,42.8248275,348.291,15.258,12.392,15.004
4162,Kepler-81 d,Kepler-81,1,3,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,20.837846,0.128,1.21,0.108,1.92,0.00606,M-R relationship,0,0,4500,116,-116,0.59,0.65,-0.18,4.7,19h34m32.87s,293.6369437,+42d49m29.38s,42.8248275,348.291,15.258,12.392,15.004
4163,Kepler-810 b,Kepler-810,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,4.59725385,0.055,1.93,0.172,4.38,0.0138,M-R relationship,0,0,5803,75.93,-112.28,1.04,1.03,0.1,4.42,19h46m27.57s,296.6148615,+48d04m57.23s,48.0825642,1458.59,15.73,14.207,15.7606
4164,Kepler-811 b,Kepler-811,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,23.58447697,0.1583,2.7,0.241,7.75,0.0244,M-R relationship,0,0,5747,64.53,-57.04,1.24,1.01,0.05,4.25,19h01m41.80s,285.4241593,+47d50m04.41s,47.8345586,985.041,14.046,12.462,13.9578
4165,Kepler-812 b,Kepler-812,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,10.11716531,0.1024,3.55,0.317,12.3,0.0388,M-R relationship,0,0,6761,124.82,-102.89,1.71,1.45,0.02,4.13,19h15m25.27s,288.8552821,+48d12m30.66s,48.208517,1482.74,13.815,12.832,13.7493
4166,Kepler-813 b,Kepler-813,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,19.12947337,0.1439,2.14,0.191,5.22,0.0164,M-R relationship,0,0,5743,69.68,-59.41,0.93,0.95,-0.13,4.48,19h02m39.04s,285.6626752,+48d26m07.17s,48.4353251,840,14.646,13.122,14.5352
4167,Kepler-814 b,Kepler-814,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,6.1469851,0.0695,2.12,0.189,5.14,0.0162,M-R relationship,0,0,6162,90.5,-87.42,1.22,1.15,0.01,4.33,18h59m38.53s,284.9105256,+48d25m53.72s,48.4315896,2055.77,14.859,13.418,14.6655
4168,Kepler-815 b,Kepler-815,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.57503552,0.0888,4.11,0.367,15.8,0.0498,M-R relationship,0,0,5028,52.57,-43.63,3.42,1.25,-0.03,3.46,19h00m53.07s,285.2211238,+47d52m52.69s,47.8813037,1259.28,13.438,11.191,13.2306
4169,Kepler-816 b,Kepler-816,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,10.50682565,0.0895,10.24,0.914,74.5,0.234,M-R relationship,0,0,5286,54.61,-88.41,0.85,0.9,0.16,4.54,19h33m27.08s,293.3628165,+39d12m44.78s,39.2124394,983.697,16.365,13.892,15.9357
4170,Kepler-817 b,Kepler-817,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.99010623,0.0493,9.03,0.806,60.2,0.189,M-R relationship,0,0,5861,259.88,-241.24,1.03,1.03,0.02,4.42,19h44m19.64s,296.0818498,+39d09m41.81s,39.161614,1484.46,15.967,13.954,15.5969
4171,Kepler-818 b,Kepler-818,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,10.03538581,0.0886,5.11,0.456,22.9,0.072,M-R relationship,0,0,5638,214.12,-110.99,0.92,0.94,-0.08,4.49,19h44m56.43s,296.2351072,+39d22m13.03s,39.3702865,925.037,15.368,13.448,15.0569
4172,Kepler-819 b,Kepler-819,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,33.1995648,0.1894,2.76,0.246,8.05,0.0253,M-R relationship,0,0,5279,165.3,-111.92,0.81,0.86,-0.06,4.55,19h41m29.00s,295.3708312,+39d10m38.25s,39.1772925,664.306,15.402,13.163,15.0662
4173,Kepler-82 b,Kepler-82,1,5,Transit,2012,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,26.44,0.1683,4.07,0.363,12.15,0.03823,Mass,0.0033,1,5529,86.72,-75.01,0.9,0.91,0.211,4.49,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,904.326,15.131,13.518,15.1377
4174,Kepler-82 c,Kepler-82,1,5,Transit,2012,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,51.54,0.2626,5.34,0.476,13.9,0.04373,Mass,0.007,1,5529,86.72,-75.01,0.9,0.91,0.211,4.49,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,904.326,15.131,13.518,15.1377
4175,Kepler-82 d,Kepler-82,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,2.382961,0.034,1.77,0.158,3.78,0.0119,M-R relationship,0,1,5428,100,-100,0.95,0.96,0.211,4.47,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,904.326,15.131,13.518,15.1377
4176,Kepler-82 e,Kepler-82,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.902206,0.063,2.47,0.22,6.66,0.021,M-R relationship,0,1,5428,100,-100,0.95,0.96,0.211,4.47,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,904.326,15.131,13.518,15.1377
4177,Kepler-82 f,Kepler-82,1,5,Transit Timing Variations,2019,KOINet,Multiple Telescopes,Multiple Instruments,1,226,218,0,75.732,0.3395,4.84,0.432,20.9,0.06576,Mass,0.0014,0,5529,86.72,-75.01,0.9,0.91,0.211,4.49,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,904.326,15.131,13.518,15.1377
4178,Kepler-820 b,Kepler-820,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,127.8338098,0.5829,6.09,0.543,30.8,0.097,M-R relationship,0,0,6260,106.61,-147.98,1.36,1.23,0.09,4.25,19h24m04.84s,291.0201523,+39d13m14.19s,39.2206091,1387.2,14.135,12.53,13.9436
4179,Kepler-821 b,Kepler-821,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,1.92279873,0.029,1.31,0.117,2.27,0.00714,M-R relationship,0,0,5191,130.91,-100.75,0.8,0.84,-0.03,4.56,19h02m28.17s,285.6173937,+39d22m46.09s,39.3794684,614.571,15.153,12.869,14.8177
4180,Kepler-822 b,Kepler-822,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.22296927,0.0412,1.77,0.158,3.78,0.0119,M-R relationship,0,0,5928,139.36,-183.56,1.08,1.06,0.04,4.4,19h29m06.26s,292.2760929,+39d33m00.41s,39.5501136,860.391,14.75,13.053,14.5966
4181,Kepler-823 b,Kepler-823,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,4.16809082,0.0507,1.57,0.14,3.09,0.00972,M-R relationship,0,0,5643,122.3,-122.13,0.96,0.98,0.06,4.47,18h58m19.82s,284.5825682,+39d13m12.63s,39.2201737,1389.27,15.089,13.187,14.7625
4182,Kepler-824 b,Kepler-824,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,4.51436633,0.055,1.87,0.167,4.16,0.0131,M-R relationship,0,0,6035,85.61,-120.47,1.22,1.15,0.14,4.32,19h21m54.58s,290.477406,+39d43m55.19s,39.7319975,1201.4,15.051,13.447,14.8825
4183,Kepler-825 b,Kepler-825,1,2,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,3.77360059,0.0453,1.53,0.136,2.96,0.0093,M-R relationship,0,0,5976,247.56,-202.44,1.08,1.03,-0.08,4.39,19h39m04.76s,294.769825,+39d23m54.27s,39.3984081,807.85,14.296,12.67,14.1453
4184,Kepler-825 c,Kepler-825,1,2,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.1818246,0.0759,1.84,0.164,4.04,0.0127,M-R relationship,0,0,5976,247.56,-202.44,1.08,1.03,-0.08,4.39,19h39m04.76s,294.769825,+39d23m54.27s,39.3984081,807.85,14.296,12.67,14.1453
4185,Kepler-826 b,Kepler-826,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,4.48758907,0.0528,1.25,0.112,2.1,0.0066,M-R relationship,0,0,6079,90.49,-96.47,1.15,1.05,-0.12,4.34,18h59m26.43s,284.8601128,+39d14m25.83s,39.2405076,779.596,13.644,12.001,13.4122
4186,Kepler-827 b,Kepler-827,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,51.92927591,0.2742,5.63,0.502,27,0.0849,M-R relationship,0,1,5602,179.4,-142.49,0.91,0.93,-0.06,4.5,19h39m51.84s,294.9660027,+42d42m30.82s,42.7085608,2046.68,15.865,14.209,15.8616
4187,Kepler-828 b,Kepler-828,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,0.56785714,0.0125,1.51,0.135,2.89,0.00909,M-R relationship,0,0,5039,50.73,-59.5,0.77,0.81,-0.02,4.58,19h07m32.94s,286.8872555,+42d28m16.42s,42.4712271,575.322,15.374,12.992,15.0441
4188,Kepler-829 b,Kepler-829,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,6.88337562,0.0678,2.11,0.188,5.1,0.016,M-R relationship,0,0,5698,92.85,-120.29,0.97,0.98,0.03,4.46,18h49m19.88s,282.3328312,+42d27m49.73s,42.4638125,1073.76,14.973,13.29,14.9206
4189,Kepler-83 b,Kepler-83,2,3,Transit,2012,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,9.77,0.07295,2.83,0.252,42.1,0.132,Mass,0,1,4082,39.2,-37.69,0.61,0.66,-0.2,4.69,18h48m55.80s,282.2325197,+43d39m56.04s,43.6655662,400.409,16.145,12.947,15.7832
4190,Kepler-83 c,Kepler-83,2,3,Transit,2012,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,20.09,0.11796,2.36,0.211,11.4,0.036,Mass,0,1,4082,39.2,-37.69,0.61,0.66,-0.2,4.69,18h48m55.80s,282.2325197,+43d39m56.04s,43.6655662,400.409,16.145,12.947,15.7832
4191,Kepler-83 d,Kepler-83,2,3,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.169796,0.051,1.94,0.173,24.6,0.077,Mass,0,0,4648,116,-116,0.59,0.58,-0.2,4.72,18h48m55.80s,282.2325197,+43d39m56.04s,43.6655662,400.409,16.145,12.947,15.7832
4192,Kepler-830 b,Kepler-830,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,11.29695137,0.1033,1.7,0.152,3.53,0.0111,M-R relationship,0,0,6037,155.85,-209.5,1.11,1.07,-0.02,4.38,19h40m13.02s,295.054238,+42d45m24.59s,42.7568316,1122,14.88,13.269,14.7886
4193,Kepler-831 b,Kepler-831,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,5.62153941,0.0603,1.27,0.113,2.15,0.00678,M-R relationship,0,0,5732,74.53,-59.69,0.97,0.99,0.02,4.46,19h39m56.53s,294.9855607,+42d43m39.85s,42.7277355,593.54,13.751,12.159,13.6311
4194,Kepler-832 b,Kepler-832,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,7.1396941,0.075,2.06,0.184,4.9,0.0154,M-R relationship,0,0,5596,181.65,-133.14,0.9,0.92,-0.08,4.5,19h43m42.27s,295.9261101,+45d23m01.93s,45.383869,1688.12,16.001,14.197,15.8594
4195,Kepler-833 b,Kepler-833,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,18.7546998,0.1139,2.02,0.18,4.74,0.0149,M-R relationship,0,0,4339,39.28,-37.41,0.62,0.64,-0.18,4.67,19h21m55.18s,290.4799052,+45d36m02.09s,45.6005798,467.37,15.755,12.885,15.4686
4196,Kepler-834 b,Kepler-834,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,13.32388301,0.0862,2.02,0.18,4.74,0.0149,M-R relationship,0,0,4554,50.38,-45.2,0.66,0.7,-0.13,4.64,19h08m13.07s,287.0544674,+45d10m49.21s,45.1803351,633.937,16.211,13.484,15.9285
4197,Kepler-835 b,Kepler-835,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,11.41909375,0.107,2.79,0.249,8.2,0.0258,M-R relationship,0,0,5954,71.86,-70.98,1.11,1.08,0.08,4.38,18h54m17.81s,283.5742181,+45d44m05.28s,45.7348003,2406.33,16.062,14.561,15.8901
4198,Kepler-836 b,Kepler-836,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,11.36112327,0.1013,2.73,0.244,7.9,0.0249,M-R relationship,0,0,5895,74.32,-83.11,1.04,1.03,-0.01,4.41,19h09m48.66s,287.4527659,+45d42m15.83s,45.7043964,980.035,14.672,13.15,14.5873
4199,Kepler-837 b,Kepler-837,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,16.56059504,0.1144,2.56,0.228,7.08,0.0223,M-R relationship,0,0,5403,58.96,-58.52,0.81,0.85,-0.18,4.56,19h00m59.22s,285.2467607,+45d57m00.40s,45.95011,901.907,15.576,13.465,15.229
4200,Kepler-838 b,Kepler-838,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,15.74957994,0.1266,2.73,0.244,7.9,0.0249,M-R relationship,0,0,5770,68.34,-66.67,0.96,0.98,-0.06,4.46,19h01m44.51s,285.4354695,+45d58m33.45s,45.975959,1104.04,15.424,13.761,15.2295
4201,Kepler-839 b,Kepler-839,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,37.8144514,0.2341,2.57,0.229,7.13,0.0224,M-R relationship,0,0,6058,87.66,-77.96,1.31,1.22,0.29,4.29,19h24m17.92s,291.074684,+45d14m33.16s,45.242544,944.561,13.693,12.25,13.5633
4202,Kepler-84 b,Kepler-84,1,5,Transit,2012,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.726,0.0827,2.23,0.199,40,0.126,Mass,0,1,6039,97.72,-95.8,1.43,1,-0.07,4.13,19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,1023.9,14.92,13.193,14.7902
4203,Kepler-84 c,Kepler-84,1,5,Transit,2012,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,12.883,0.1072,2.36,0.211,20.2,0.064,Mass,0,1,6039,97.72,-95.8,1.43,1,-0.07,4.13,19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,1023.9,14.92,13.193,14.7902
4204,Kepler-84 d,Kepler-84,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,4.224537,0.052,1.38,0.123,2.48,0.0078,M-R relationship,0,0,6031,143,-143,1.17,1.06,-0.07,4.32,19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,1023.9,14.92,13.193,14.7902
4205,Kepler-84 e,Kepler-84,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,27.434389,0.181,2.6,0.232,7.27,0.0229,M-R relationship,0,0,6031,143,-143,1.17,1.06,-0.07,4.32,19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,1023.9,14.92,13.193,14.7902
4206,Kepler-84 f,Kepler-84,1,5,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,44.552169,0.25,2.2,0.196,5.48,0.0172,M-R relationship,0,0,6031,143,-143,1.17,1.06,-0.07,4.32,19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,1023.9,14.92,13.193,14.7902
4207,Kepler-840 b,Kepler-840,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,2.49577962,0.0355,17.07,1.523,,135,M-R relationship,0,0,5920,113.64,-159.58,1.06,1.04,0,4.41,19h46m01.77s,296.5073737,+49d27m26.03s,49.4572313,1122.19,14.35,12.6,14.1291
4208,Kepler-841 b,Kepler-841,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,124.4198398,0.479,5.23,0.467,23.8,0.0749,M-R relationship,0,0,5324,58.08,-58.03,0.81,0.85,-0.09,4.56,18h57m00.33s,284.2513637,+48d48m34.55s,48.8095962,998.961,15.791,13.928,15.7442
4209,Kepler-842 b,Kepler-842,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,1.21956827,0.0204,1.6,0.143,3.19,0.01,M-R relationship,0,0,4848,60.94,-65.37,0.73,0.78,-0.02,4.6,19h29m18.86s,292.3285976,+49d39m12.66s,49.6535171,532.726,15.363,12.913,15.1296
4210,Kepler-843 b,Kepler-843,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,2.05387982,0.0313,2.59,0.231,7.22,0.0227,M-R relationship,0,0,5830,106.99,-143.16,1.03,1.02,0.05,4.42,19h45m17.27s,296.3219786,+48d58m17.17s,48.9714373,1165.66,15.354,13.709,15.2481
4211,Kepler-844 b,Kepler-844,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,2.61302086,0.0298,1.68,0.15,3.46,0.0109,M-R relationship,0,0,4128,46.09,-46.95,0.57,0.59,-0.24,4.7,19h11m25.88s,287.8578541,+48d46m26.27s,48.7739646,431.776,15.986,13.058,15.7957
4212,Kepler-845 b,Kepler-845,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,0.92785982,0.017,2.04,0.182,4.82,0.0152,M-R relationship,0,0,4913,57.49,-57.47,0.75,0.79,0.01,4.59,19h23m49.83s,290.9576363,+49d12m13.41s,49.2037262,431.051,14.903,12.515,14.6386
4213,Kepler-846 b,Kepler-846,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,19.80792185,0.1399,2.48,0.221,6.71,0.0211,M-R relationship,0,0,5579,69.45,-74.32,0.91,0.94,0,4.5,19h08m13.70s,287.0570731,+49d02m45.64s,49.0460112,1127.12,15.684,13.978,15.6041
4214,Kepler-847 b,Kepler-847,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,2.3432319,0.0315,1.18,0.105,1.76,0.00553,M-R relationship,0,0,4940,51.58,-54.72,0.77,0.83,0.15,4.58,18h54m01.16s,283.5048144,+49d27m03.37s,49.4509371,513.103,14.998,12.708,14.7799
4215,Kepler-848 b,Kepler-848,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,6.91134416,0.072,1.7,0.152,3.53,0.0111,M-R relationship,0,0,5695,70.35,-79.05,1.2,1.01,0.15,4.28,19h33m09.19s,293.2882949,+48d48m41.80s,48.8116114,1378.47,14.194,12.431,14.0105
4216,Kepler-849 b,Kepler-849,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,394.6244904,1.1088,7.14,0.637,40.4,0.127,M-R relationship,0,0,6059,81.18,-66.22,1.64,1.23,0.12,4.1,19h23m24.43s,290.8517961,+48d31m16.77s,48.5213243,822.134,12.878,11.527,12.8358
4217,Kepler-85 b,Kepler-85,1,4,Transit,2012,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.306,0.0766,1.97,0.176,4.54,0.0143,M-R relationship,0,1,5499,87.6,-66.05,1.24,0.92,0,4.22,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,765.025,14.89,13.083,14.766
4218,Kepler-85 c,Kepler-85,1,4,Transit,2012,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,12.513,0.1007,2.18,0.194,20.9,0.066,Mass,0,1,5499,87.6,-66.05,1.24,0.92,0,4.22,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,765.025,14.89,13.083,14.766
4219,Kepler-85 d,Kepler-85,1,4,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,17.91323,0.13,1.2,0.107,1.87,0.00588,M-R relationship,0,0,5436,100,-100,0.89,0.87,-0.02,4.49,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,765.025,14.89,13.083,14.766
4220,Kepler-85 e,Kepler-85,1,4,Transit,2014,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,25.216751,0.163,1.27,0.113,0.6,0.00189,Mass,0,0,5436,100,-100,0.89,0.92,0,4.49,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,765.025,14.89,13.083,14.766
4221,Kepler-850 b,Kepler-850,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,7.19303878,0.0744,1.78,0.159,3.82,0.012,M-R relationship,0,0,5932,89.3,-95.55,1.09,1.06,0.03,4.39,19h32m20.27s,293.0844515,+48d34m31.31s,48.5753645,1661.28,15.611,13.987,15.4272
4222,Kepler-851 b,Kepler-851,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.50699658,0.0802,1.68,0.15,3.46,0.0109,M-R relationship,0,0,5455,87.48,-80.92,0.85,0.89,-0.07,4.53,19h38m43.25s,294.6802199,+49d08m24.40s,49.1401106,839.255,15.172,13.392,15.1081
4223,Kepler-852 b,Kepler-852,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,44.9309804,0.2654,2.54,0.227,6.99,0.022,M-R relationship,0,1,6100,85.43,-84.46,1.16,1.19,0.22,4.38,19h49m33.98s,297.3915863,+48d33m38.48s,48.5606875,1619.03,14.006,12.587,13.9066
4224,Kepler-853 b,Kepler-853,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,7.16892463,0.0779,1.69,0.151,3.5,0.011,M-R relationship,0,0,6350,60.54,-55.18,1.55,1.3,0.07,4.17,18h55m44.83s,283.936781,+49d06m36.99s,49.1102748,568.676,12.339,11.151,12.2485
4225,Kepler-854 b,Kepler-854,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,2.14463285,0.0334,16.72,1.492,,132,M-R relationship,0,0,6179,110.41,-142.15,1.27,1.17,0.04,4.29,19h33m24.30s,293.351268,+43d08m04.71s,43.1346404,1397.04,13.417,12.046,13.5043
4226,Kepler-855 b,Kepler-855,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,7.8866311,0.0762,8.35,0.745,52.7,0.166,M-R relationship,0,0,5835,99.82,-156.07,1.03,1.03,0.06,4.42,19h40m22.79s,295.0949565,+43d32m15.23s,43.537565,1506.58,15.157,13.338,15.0191
4227,Kepler-856 b,Kepler-856,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,8.02768059,0.0787,9.3,0.83,63.3,0.199,M-R relationship,0,0,5535,69.55,-84.49,0.93,0.96,0.12,4.49,19h18m24.92s,289.6038379,+46d18m53.67s,46.3149097,1351.17,15.594,13.905,15.557
4228,Kepler-857 b,Kepler-857,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,85.35129427,0.3751,6.8,0.607,37.2,0.117,M-R relationship,0,0,5773,125.46,-173.8,0.99,0.99,0.02,4.45,19h38m31.78s,294.6323978,+43d24m01.63s,43.4004526,983.502,15.167,13.403,15.0638
4229,Kepler-858 b,Kepler-858,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,76.13602028,0.3403,4.87,0.434,21.1,0.0664,M-R relationship,0,0,5653,74.35,-61.07,0.91,0.96,-0.04,4.5,19h15m23.73s,288.8488552,+51d12m32.54s,51.2090375,298.532,12.568,10.862,12.411
4230,Kepler-859 b,Kepler-859,1,1,Transit,2016,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2708,3245,3245,0,20.38177573,0.1345,3.09,0.276,9.75,0.0307,M-R relationship,0,0,5020,48.72,-50.72,0.77,0.81,-0.02,4.59,19h06m58.04s,286.7418337,+43d11m24.43s,43.1901197,839.903,15.977,13.858,15.8805
